preprocessing,k1,b,category,rank,query,cran_id,AP@all_vector,AP@all_bm25,dAP@all,P@10_vector,P@10_bm25,n_relevant,n_terms,text
stemming,0.5,0,vector_better,6,17,32,0.5085,0.0313,-0.4772,0.10,0.00,2,20,"can the three-dimensional problem of a transverse potential flow about a body of revolution be reduced to a two-dimensional problem"
stemming,0.5,0,vector_better,7,183,277,0.6555,0.2243,-0.4311,0.80,0.30,13,14,"what factors have been shown to have a primary influence on sonic boom strength"
stemming,0.5,0,vector_better,8,102,152,0.4423,0.0643,-0.3780,0.20,0.10,4,9,"basic dynamic characteristics of structures continuous over many spans"
stemming,0.5,0,vector_better,9,190,293,0.6367,0.2655,-0.3711,0.40,0.20,5,29,"will an analysis of panel flutter based on arbitrarily assumed modes of deformation prove satisfactory and if so what is the minimum number of modes that need be considered"
stemming,0.5,0,vector_better,10,145,215,0.4327,0.0629,-0.3698,0.40,0.00,7,18,"what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending"
stemming,0.5,0,both_poor,1,31,56,0.0007,0.0007,+0.0000,0.00,0.00,1,23,"what size of end plate can be safely used to simulate two-dimensional flow conditions over a bluff cylindrical body of finite aspect ratio"
stemming,0.5,0,both_poor,2,22,40,0.0018,0.0015,-0.0003,0.00,0.00,1,24,"did anyone else discover that the turbulent skin friction is not over sensitive to the nature of the variation of the viscosity with temperature"
stemming,0.5,0,both_poor,3,216,340,0.0018,0.0018,-0.0000,0.00,0.00,1,19,"what investigations have been made of the wave system created by a static pressure distribution over a liquid surface"
stemming,0.5,0,both_poor,4,44,79,0.0023,0.0021,-0.0002,0.00,0.00,3,13,"what are the details of the rigorous kinetic theory of gases chapman-enskog theory"
stemming,0.5,0,both_poor,5,124,182,0.0033,0.0030,-0.0003,0.00,0.00,4,38,"in what areas other than low density wind tunnel flows is viscous compressible flow in slender channels a problem what analytical investigations have been made of the stability of conical shells how do the results compare with experiment"
stemming,0.5,0,both_poor,6,13,26,0.0034,0.0029,-0.0005,0.00,0.00,4,10,"what is the basic mechanism of the transonic aileron buzz"
stemming,0.5,0,both_poor,7,28,53,0.0050,0.0032,-0.0018,0.00,0.00,2,10,"what application has the linear theory design of curved wings"
stemming,0.5,0,both_poor,8,207,323,0.0055,0.0058,+0.0003,0.00,0.00,5,12,"how do large changes in new mass ratio quantitatively affect wing-flutter boundaries"
stemming,0.5,0,both_poor,9,152,225,0.0080,0.0072,-0.0008,0.00,0.00,6,17,"how can the effect of the boundary-layer on wing pressure be calculated and what is its magnitude"
stemming,0.5,0,both_poor,10,139,209,0.0097,0.0097,-0.0001,0.00,0.00,4,23,"has the effect of the change of initial pressure due to deformation on the frequencies of vibration of circular cylindrical shells been investigated"
stemming,0.5,0.75,bm25_better,1,167,253,0.1484,0.8333,+0.6850,0.10,0.20,2,21,"exact solution methods for calculating the ablative mass loss of a material ablating at high temperatures in a hypersonic flight environment"
stemming,0.5,0.75,bm25_better,2,173,264,0.5833,1.0000,+0.4167,0.20,0.20,2,14,"references on lyapunovs method on the stability of linear differential equations with periodic coefficients"
stemming,0.5,0.75,bm25_better,3,134,203,0.1458,0.5185,+0.3727,0.10,0.10,2,22,"is it possible to correlate the results on the creep buckling of widely different structures within the framework of a single theory"
stemming,0.5,0.75,bm25_better,4,143,213,0.2436,0.6111,+0.3675,0.10,0.20,2,13,"what general solutions for the stresses in pressurized shells of revolution are available"
stemming,0.5,0.75,bm25_better,5,205,317,0.3611,0.6667,+0.3056,0.20,0.20,2,13,"has anyone investigated theoretically whether surface flexibility can stabilize a laminar boundary layer"
stemming,0.5,0.75,bm25_better,6,15,29,0.7000,1.0000,+0.3000,0.20,0.20,2,5,"material properties of photoelastic materials"
stemming,0.5,0.75,bm25_better,7,136,205,0.2097,0.4833,+0.2737,0.10,0.20,3,14,"what are the results for the creep buckling of round tubes under external pressure"
stemming,0.5,0.75,bm25_better,8,18,33,0.0995,0.3585,+0.2589,0.10,0.10,3,13,"are experimental pressure distributions on bodies of revolution at angle of attack available"
stemming,0.5,0.75,bm25_better,9,150,223,0.5833,0.8333,+0.2500,0.20,0.20,2,13,"what is the magnitude of second-order wing-body interference at high supersonic mach number"
stemming,0.5,0.75,bm25_better,10,5,9,0.2083,0.4498,+0.2415,0.20,0.30,4,10,"what chemical kinetic system is applicable to hypersonic aerodynamic problems"
stemming,0.5,0.75,vector_better,1,144,214,0.6446,0.2282,-0.4165,0.50,0.30,6,33,"can studies of pure membrane cylinders having no wall bending stiffness but maintaining their shape by virtue of internal pressure provide any insight into the behaviour of pressurized cylinders with finite wall stiffness"
stemming,0.5,0.75,vector_better,2,183,277,0.6555,0.2517,-0.4037,0.80,0.40,13,14,"what factors have been shown to have a primary influence on sonic boom strength"
stemming,0.5,0.75,vector_better,3,67,108,0.6220,0.2224,-0.3996,0.70,0.30,14,17,"can series expansions be found for the boundary layer on a flat plate in a shear flow"
stemming,0.5,0.75,vector_better,4,17,32,0.5085,0.1100,-0.3985,0.10,0.10,2,20,"can the three-dimensional problem of a transverse potential flow about a body of revolution be reduced to a two-dimensional problem"
stemming,0.5,0.75,vector_better,5,197,300,0.7917,0.4444,-0.3472,0.30,0.20,3,10,"how is fatigue damage estimated using the normal long-hand method"
stemming,0.5,0.75,vector_better,6,145,215,0.4327,0.0898,-0.3429,0.40,0.10,7,18,"what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending"
stemming,0.5,0.75,vector_better,7,52,87,0.8542,0.5298,-0.3244,0.40,0.30,4,19,"what is the available information pertaining to the effect of slight rarefaction on boundary layer flows the slip effect"
stemming,0.5,0.75,vector_better,8,155,230,0.4081,0.0901,-0.3180,0.30,0.10,6,8,"technical report on measurement of ablation during flight"
stemming,0.5,0.75,vector_better,9,191,294,0.5637,0.2547,-0.3091,0.60,0.30,13,18,"what is the criterion for true panel flutter as opposed to small amplitude vibration arising from acoustic disturbances"
stemming,0.5,0.75,vector_better,10,190,293,0.6367,0.3368,-0.2999,0.40,0.20,5,29,"will an analysis of panel flutter based on arbitrarily assumed modes of deformation prove satisfactory and if so what is the minimum number of modes that need be considered"
stemming,0.5,0.75,both_poor,1,31,56,0.0007,0.0007,+0.0000,0.00,0.00,1,23,"what size of end plate can be safely used to simulate two-dimensional flow conditions over a bluff cylindrical body of finite aspect ratio"
stemming,0.5,0.75,both_poor,2,22,40,0.0018,0.0015,-0.0002,0.00,0.00,1,24,"did anyone else discover that the turbulent skin friction is not over sensitive to the nature of the variation of the viscosity with temperature"
stemming,0.5,0.75,both_poor,3,216,340,0.0018,0.0016,-0.0002,0.00,0.00,1,19,"what investigations have been made of the wave system created by a static pressure distribution over a liquid surface"
stemming,0.5,0.75,both_poor,4,44,79,0.0023,0.0024,+0.0001,0.00,0.00,3,13,"what are the details of the rigorous kinetic theory of gases chapman-enskog theory"
stemming,0.5,0.75,both_poor,5,124,182,0.0033,0.0031,-0.0002,0.00,0.00,4,38,"in what areas other than low density wind tunnel flows is viscous compressible flow in slender channels a problem what analytical investigations have been made of the stability of conical shells how do the results compare with experiment"
stemming,0.5,0.75,both_poor,6,13,26,0.0034,0.0030,-0.0004,0.00,0.00,4,10,"what is the basic mechanism of the transonic aileron buzz"
stemming,0.5,0.75,both_poor,7,28,53,0.0050,0.0035,-0.0015,0.00,0.00,2,10,"what application has the linear theory design of curved wings"
stemming,0.5,0.75,both_poor,8,207,323,0.0055,0.0063,+0.0008,0.00,0.00,5,12,"how do large changes in new mass ratio quantitatively affect wing-flutter boundaries"
stemming,0.5,0.75,both_poor,9,152,225,0.0080,0.0071,-0.0009,0.00,0.00,6,17,"how can the effect of the boundary-layer on wing pressure be calculated and what is its magnitude"
stemming,0.5,0.75,both_poor,10,139,209,0.0097,0.0090,-0.0007,0.00,0.00,4,23,"has the effect of the change of initial pressure due to deformation on the frequencies of vibration of circular cylindrical shells been investigated"
stemming,0.5,1,bm25_better,1,167,253,0.1484,0.8333,+0.6850,0.10,0.20,2,21,"exact solution methods for calculating the ablative mass loss of a material ablating at high temperatures in a hypersonic flight environment"
stemming,0.5,1,bm25_better,2,173,264,0.5833,1.0000,+0.4167,0.20,0.20,2,14,"references on lyapunovs method on the stability of linear differential equations with periodic coefficients"
stemming,0.5,1,bm25_better,3,143,213,0.2436,0.6111,+0.3675,0.10,0.20,2,13,"what general solutions for the stresses in pressurized shells of revolution are available"
stemming,0.5,1,bm25_better,4,81,126,0.6667,1.0000,+0.3333,0.20,0.20,2,13,"what are wind-tunnel corrections for a two-dimensional aerofoil mounted off-centre in a tunnel"
stemming,0.5,1,bm25_better,5,205,317,0.3611,0.6667,+0.3056,0.20,0.20,2,13,"has anyone investigated theoretically whether surface flexibility can stabilize a laminar boundary layer"
stemming,0.5,1,bm25_better,6,136,205,0.2097,0.4852,+0.2755,0.10,0.20,3,14,"what are the results for the creep buckling of round tubes under external pressure"
stemming,0.5,1,bm25_better,7,18,33,0.0995,0.3576,+0.2581,0.10,0.10,3,13,"are experimental pressure distributions on bodies of revolution at angle of attack available"
stemming,0.5,1,bm25_better,8,150,223,0.5833,0.8333,+0.2500,0.20,0.20,2,13,"what is the magnitude of second-order wing-body interference at high supersonic mach number"
stemming,0.5,1,bm25_better,9,133,202,0.1915,0.4249,+0.2334,0.10,0.30,7,5,"experimental studies of creep buckling"
stemming,0.5,1,bm25_better,10,85,132,0.0652,0.2607,+0.1954,0.10,0.10,4,19,"what parameters can seriously influence natural transition from laminar to turbulent flow on a model in a wind tunnel"
stemming,0.5,1,vector_better,1,183,277,0.6555,0.2580,-0.3975,0.80,0.30,13,14,"what factors have been shown to have a primary influence on sonic boom strength"
stemming,0.5,1,vector_better,2,144,214,0.6446,0.2564,-0.3882,0.50,0.30,6,33,"can studies of pure membrane cylinders having no wall bending stiffness but maintaining their shape by virtue of internal pressure provide any insight into the behaviour of pressurized cylinders with finite wall stiffness"
stemming,0.5,1,vector_better,3,17,32,0.5085,0.1349,-0.3736,0.10,0.10,2,20,"can the three-dimensional problem of a transverse potential flow about a body of revolution be reduced to a two-dimensional problem"
stemming,0.5,1,vector_better,4,197,300,0.7917,0.4477,-0.3440,0.30,0.20,3,10,"how is fatigue damage estimated using the normal long-hand method"
stemming,0.5,1,vector_better,5,145,215,0.4327,0.1012,-0.3315,0.40,0.10,7,18,"what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending"
stemming,0.5,1,vector_better,6,191,294,0.5637,0.2641,-0.2996,0.60,0.30,13,18,"what is the criterion for true panel flutter as opposed to small amplitude vibration arising from acoustic disturbances"
stemming,0.5,1,vector_better,7,155,230,0.4081,0.1194,-0.2887,0.30,0.10,6,8,"technical report on measurement of ablation during flight"
stemming,0.5,1,vector_better,8,148,218,0.4621,0.1828,-0.2794,0.30,0.20,6,10,"papers on small deflection theory for buckling of sandwich cylinders"
stemming,0.5,1,vector_better,9,67,108,0.6220,0.3607,-0.2613,0.70,0.40,14,17,"can series expansions be found for the boundary layer on a flat plate in a shear flow"
stemming,0.5,1,vector_better,10,190,293,0.6367,0.3767,-0.2600,0.40,0.20,5,29,"will an analysis of panel flutter based on arbitrarily assumed modes of deformation prove satisfactory and if so what is the minimum number of modes that need be considered"
stemming,0.5,1,both_poor,1,31,56,0.0007,0.0007,+0.0000,0.00,0.00,1,23,"what size of end plate can be safely used to simulate two-dimensional flow conditions over a bluff cylindrical body of finite aspect ratio"
stemming,0.5,1,both_poor,2,22,40,0.0018,0.0016,-0.0002,0.00,0.00,1,24,"did anyone else discover that the turbulent skin friction is not over sensitive to the nature of the variation of the viscosity with temperature"
stemming,0.5,1,both_poor,3,216,340,0.0018,0.0015,-0.0003,0.00,0.00,1,19,"what investigations have been made of the wave system created by a static pressure distribution over a liquid surface"
stemming,0.5,1,both_poor,4,44,79,0.0023,0.0026,+0.0003,0.00,0.00,3,13,"what are the details of the rigorous kinetic theory of gases chapman-enskog theory"
stemming,0.5,1,both_poor,5,124,182,0.0033,0.0031,-0.0002,0.00,0.00,4,38,"in what areas other than low density wind tunnel flows is viscous compressible flow in slender channels a problem what analytical investigations have been made of the stability of conical shells how do the results compare with experiment"
stemming,0.5,1,both_poor,6,13,26,0.0034,0.0031,-0.0003,0.00,0.00,4,10,"what is the basic mechanism of the transonic aileron buzz"
stemming,0.5,1,both_poor,7,28,53,0.0050,0.0038,-0.0012,0.00,0.00,2,10,"what application has the linear theory design of curved wings"
stemming,0.5,1,both_poor,8,207,323,0.0055,0.0065,+0.0011,0.00,0.00,5,12,"how do large changes in new mass ratio quantitatively affect wing-flutter boundaries"
stemming,0.5,1,both_poor,9,152,225,0.0080,0.0073,-0.0007,0.00,0.00,6,17,"how can the effect of the boundary-layer on wing pressure be calculated and what is its magnitude"
stemming,0.5,1,both_poor,10,139,209,0.0097,0.0093,-0.0005,0.00,0.00,4,23,"has the effect of the change of initial pressure due to deformation on the frequencies of vibration of circular cylindrical shells been investigated"
stemming,1.2,0,bm25_better,1,167,253,0.1484,1.0000,+0.8516,0.10,0.20,2,21,"exact solution methods for calculating the ablative mass loss of a material ablating at high temperatures in a hypersonic flight environment"
stemming,1.2,0,bm25_better,2,150,223,0.5833,1.0000,+0.4167,0.20,0.20,2,13,"what is the magnitude of second-order wing-body interference at high supersonic mach number"
stemming,1.2,0,bm25_better,3,134,203,0.1458,0.5135,+0.3677,0.10,0.10,2,22,"is it possible to correlate the results on the creep buckling of widely different structures within the framework of a single theory"
stemming,1.2,0,bm25_better,4,95,143,0.1970,0.5588,+0.3619,0.10,0.10,2,10,"what is the theoretical heat transfer distribution around a hemisphere"
stemming,1.2,0,bm25_better,5,143,213,0.2436,0.5667,+0.3231,0.10,0.10,2,13,"what general solutions for the stresses in pressurized shells of revolution are available"
stemming,1.2,0,bm25_better,6,205,317,0.3611,0.6667,+0.3056,0.20,0.20,2,13,"has anyone investigated theoretically whether surface flexibility can stabilize a laminar boundary layer"
stemming,1.2,0,bm25_better,7,18,33,0.0995,0.3563,+0.2568,0.10,0.10,3,13,"are experimental pressure distributions on bodies of revolution at angle of attack available"
stemming,1.2,0,bm25_better,8,173,264,0.5833,0.8333,+0.2500,0.20,0.20,2,14,"references on lyapunovs method on the stability of linear differential equations with periodic coefficients"
stemming,1.2,0,bm25_better,9,5,9,0.2083,0.4540,+0.2457,0.20,0.30,4,10,"what chemical kinetic system is applicable to hypersonic aerodynamic problems"
stemming,1.2,0,bm25_better,10,164,250,0.3421,0.5762,+0.2341,0.30,0.50,8,8,"what determines the onset of shock-induced boundary-layer separation"
stemming,1.2,0,vector_better,1,52,87,0.8542,0.1931,-0.6611,0.40,0.10,4,19,"what is the available information pertaining to the effect of slight rarefaction on boundary layer flows the slip effect"
stemming,1.2,0,vector_better,2,146,216,0.8333,0.2500,-0.5833,0.20,0.20,2,18,"does a membrane theory exist by which the behaviour of pressurized membrane cylinders in bending can be predicted"
stemming,1.2,0,vector_better,3,64,105,0.6250,0.0692,-0.5558,0.20,0.10,2,27,"cant the static deflection shapes be used in predicting flutter in place of vibrational shapes if so can we provide a justification by means of an example"
stemming,1.2,0,vector_better,4,67,108,0.6220,0.1084,-0.5136,0.70,0.10,14,17,"can series expansions be found for the boundary layer on a flat plate in a shear flow"
stemming,1.2,0,vector_better,5,144,214,0.6446,0.1405,-0.5041,0.50,0.10,6,33,"can studies of pure membrane cylinders having no wall bending stiffness but maintaining their shape by virtue of internal pressure provide any insight into the behaviour of pressurized cylinders with finite wall stiffness"
stemming,1.2,0,vector_better,6,17,32,0.5085,0.0316,-0.4768,0.10,0.00,2,20,"can the three-dimensional problem of a transverse potential flow about a body of revolution be reduced to a two-dimensional problem"
stemming,1.2,0,vector_better,7,190,293,0.6367,0.1773,-0.4593,0.40,0.20,5,29,"will an analysis of panel flutter based on arbitrarily assumed modes of deformation prove satisfactory and if so what is the minimum number of modes that need be considered"
stemming,1.2,0,vector_better,8,183,277,0.6555,0.2668,-0.3886,0.80,0.40,13,14,"what factors have been shown to have a primary influence on sonic boom strength"
stemming,1.2,0,vector_better,9,102,152,0.4423,0.0702,-0.3722,0.20,0.10,4,9,"basic dynamic characteristics of structures continuous over many spans"
stemming,1.2,0,vector_better,10,145,215,0.4327,0.0713,-0.3614,0.40,0.00,7,18,"what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending"
stemming,1.2,0,both_poor,1,31,56,0.0007,0.0007,-0.0000,0.00,0.00,1,23,"what size of end plate can be safely used to simulate two-dimensional flow conditions over a bluff cylindrical body of finite aspect ratio"
stemming,1.2,0,both_poor,2,22,40,0.0018,0.0015,-0.0003,0.00,0.00,1,24,"did anyone else discover that the turbulent skin friction is not over sensitive to the nature of the variation of the viscosity with temperature"
stemming,1.2,0,both_poor,3,216,340,0.0018,0.0020,+0.0002,0.00,0.00,1,19,"what investigations have been made of the wave system created by a static pressure distribution over a liquid surface"
stemming,1.2,0,both_poor,4,44,79,0.0023,0.0021,-0.0002,0.00,0.00,3,13,"what are the details of the rigorous kinetic theory of gases chapman-enskog theory"
stemming,1.2,0,both_poor,5,124,182,0.0033,0.0031,-0.0002,0.00,0.00,4,38,"in what areas other than low density wind tunnel flows is viscous compressible flow in slender channels a problem what analytical investigations have been made of the stability of conical shells how do the results compare with experiment"
stemming,1.2,0,both_poor,6,13,26,0.0034,0.0029,-0.0005,0.00,0.00,4,10,"what is the basic mechanism of the transonic aileron buzz"
stemming,1.2,0,both_poor,7,28,53,0.0050,0.0034,-0.0016,0.00,0.00,2,10,"what application has the linear theory design of curved wings"
stemming,1.2,0,both_poor,8,207,323,0.0055,0.0060,+0.0005,0.00,0.00,5,12,"how do large changes in new mass ratio quantitatively affect wing-flutter boundaries"
stemming,1.2,0,both_poor,9,152,225,0.0080,0.0069,-0.0011,0.00,0.00,6,17,"how can the effect of the boundary-layer on wing pressure be calculated and what is its magnitude"
stemming,1.2,0,both_poor,10,139,209,0.0097,0.0090,-0.0008,0.00,0.00,4,23,"has the effect of the change of initial pressure due to deformation on the frequencies of vibration of circular cylindrical shells been investigated"
stemming,1.2,0.75,bm25_better,1,173,264,0.5833,1.0000,+0.4167,0.20,0.20,2,14,"references on lyapunovs method on the stability of linear differential equations with periodic coefficients"
stemming,1.2,0.75,bm25_better,2,143,213,0.2436,0.6111,+0.3675,0.10,0.20,2,13,"what general solutions for the stresses in pressurized shells of revolution are available"
stemming,1.2,0.75,bm25_better,3,167,253,0.1484,0.5000,+0.3516,0.10,0.20,2,21,"exact solution methods for calculating the ablative mass loss of a material ablating at high temperatures in a hypersonic flight environment"
stemming,1.2,0.75,bm25_better,4,205,317,0.3611,0.7000,+0.3389,0.20,0.20,2,13,"has anyone investigated theoretically whether surface flexibility can stabilize a laminar boundary layer"
stemming,1.2,0.75,bm25_better,5,15,29,0.7000,1.0000,+0.3000,0.20,0.20,2,5,"material properties of photoelastic materials"
stemming,1.2,0.75,bm25_better,6,18,33,0.0995,0.3613,+0.2617,0.10,0.10,3,13,"are experimental pressure distributions on bodies of revolution at angle of attack available"
stemming,1.2,0.75,bm25_better,7,154,227,0.5833,0.8333,+0.2500,0.20,0.20,2,13,"which iterative method for solving linear elliptic difference equations is most rapidly convergent"
stemming,1.2,0.75,bm25_better,8,61,102,0.3002,0.5447,+0.2444,0.30,0.30,5,15,"does there exist a closed-form expression for the local heat transfer around a yawed cylinder"
stemming,1.2,0.75,bm25_better,9,136,205,0.2097,0.4179,+0.2082,0.10,0.20,3,14,"what are the results for the creep buckling of round tubes under external pressure"
stemming,1.2,0.75,bm25_better,10,43,74,0.4326,0.6332,+0.2006,0.30,0.40,6,17,"can the transonic flow around an arbitrary smooth thin airfoil be analysed in a simple approximate way"
stemming,1.2,0.75,vector_better,1,183,277,0.6555,0.2726,-0.3829,0.80,0.40,13,14,"what factors have been shown to have a primary influence on sonic boom strength"
stemming,1.2,0.75,vector_better,2,144,214,0.6446,0.3473,-0.2973,0.50,0.40,6,33,"can studies of pure membrane cylinders having no wall bending stiffness but maintaining their shape by virtue of internal pressure provide any insight into the behaviour of pressurized cylinders with finite wall stiffness"
stemming,1.2,0.75,vector_better,3,190,293,0.6367,0.3570,-0.2797,0.40,0.20,5,29,"will an analysis of panel flutter based on arbitrarily assumed modes of deformation prove satisfactory and if so what is the minimum number of modes that need be considered"
stemming,1.2,0.75,vector_better,4,148,218,0.4621,0.1869,-0.2753,0.30,0.20,6,10,"papers on small deflection theory for buckling of sandwich cylinders"
stemming,1.2,0.75,vector_better,5,145,215,0.4327,0.1647,-0.2681,0.40,0.20,7,18,"what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending"
stemming,1.2,0.75,vector_better,6,146,216,0.8333,0.5833,-0.2500,0.20,0.20,2,18,"does a membrane theory exist by which the behaviour of pressurized membrane cylinders in bending can be predicted"
stemming,1.2,0.75,vector_better,7,17,32,0.5085,0.2615,-0.2470,0.10,0.10,2,20,"can the three-dimensional problem of a transverse potential flow about a body of revolution be reduced to a two-dimensional problem"
stemming,1.2,0.75,vector_better,8,191,294,0.5637,0.3316,-0.2321,0.60,0.20,13,18,"what is the criterion for true panel flutter as opposed to small amplitude vibration arising from acoustic disturbances"
stemming,1.2,0.75,vector_better,9,82,128,0.5251,0.3065,-0.2187,0.30,0.30,5,23,"how do kuchemanns and multhopps methods for calculating lift distributions on swept wings in subsonic flow compare with each other and with experiment"
stemming,1.2,0.75,vector_better,10,155,230,0.4081,0.2167,-0.1914,0.30,0.10,6,8,"technical report on measurement of ablation during flight"
stemming,1.2,0.75,both_poor,1,31,56,0.0007,0.0007,+0.0000,0.00,0.00,1,23,"what size of end plate can be safely used to simulate two-dimensional flow conditions over a bluff cylindrical body of finite aspect ratio"
stemming,1.2,0.75,both_poor,2,22,40,0.0018,0.0016,-0.0001,0.00,0.00,1,24,"did anyone else discover that the turbulent skin friction is not over sensitive to the nature of the variation of the viscosity with temperature"
stemming,1.2,0.75,both_poor,3,216,340,0.0018,0.0016,-0.0002,0.00,0.00,1,19,"what investigations have been made of the wave system created by a static pressure distribution over a liquid surface"
stemming,1.2,0.75,both_poor,4,44,79,0.0023,0.0024,+0.0001,0.00,0.00,3,13,"what are the details of the rigorous kinetic theory of gases chapman-enskog theory"
stemming,1.2,0.75,both_poor,5,124,182,0.0033,0.0032,-0.0001,0.00,0.00,4,38,"in what areas other than low density wind tunnel flows is viscous compressible flow in slender channels a problem what analytical investigations have been made of the stability of conical shells how do the results compare with experiment"
stemming,1.2,0.75,both_poor,6,13,26,0.0034,0.0030,-0.0004,0.00,0.00,4,10,"what is the basic mechanism of the transonic aileron buzz"
stemming,1.2,0.75,both_poor,7,28,53,0.0050,0.0042,-0.0008,0.00,0.00,2,10,"what application has the linear theory design of curved wings"
stemming,1.2,0.75,both_poor,8,207,323,0.0055,0.0066,+0.0012,0.00,0.00,5,12,"how do large changes in new mass ratio quantitatively affect wing-flutter boundaries"
stemming,1.2,0.75,both_poor,9,152,225,0.0080,0.0073,-0.0006,0.00,0.00,6,17,"how can the effect of the boundary-layer on wing pressure be calculated and what is its magnitude"
stemming,1.2,0.75,both_poor,10,139,209,0.0097,0.0080,-0.0017,0.00,0.00,4,23,"has the effect of the change of initial pressure due to deformation on the frequencies of vibration of circular cylindrical shells been investigated"
stemming,1.2,1,bm25_better,1,173,264,0.5833,1.0000,+0.4167,0.20,0.20,2,14,"references on lyapunovs method on the stability of linear differential equations with periodic coefficients"
stemming,1.2,1,bm25_better,2,143,213,0.2436,0.6250,+0.3814,0.10,0.20,2,13,"what general solutions for the stresses in pressurized shells of revolution are available"
stemming,1.2,1,bm25_better,3,167,253,0.1484,0.5000,+0.3516,0.10,0.20,2,21,"exact solution methods for calculating the ablative mass loss of a material ablating at high temperatures in a hypersonic flight environment"
stemming,1.2,1,bm25_better,4,81,126,0.6667,1.0000,+0.3333,0.20,0.20,2,13,"what are wind-tunnel corrections for a two-dimensional aerofoil mounted off-centre in a tunnel"
stemming,1.2,1,bm25_better,5,205,317,0.3611,0.6667,+0.3056,0.20,0.20,2,13,"has anyone investigated theoretically whether surface flexibility can stabilize a laminar boundary layer"
stemming,1.2,1,bm25_better,6,136,205,0.2097,0.4038,+0.1942,0.10,0.10,3,14,"what are the results for the creep buckling of round tubes under external pressure"
stemming,1.2,1,bm25_better,7,43,74,0.4326,0.6249,+0.1922,0.30,0.40,6,17,"can the transonic flow around an arbitrary smooth thin airfoil be analysed in a simple approximate way"
stemming,1.2,1,bm25_better,8,61,102,0.3002,0.4622,+0.1620,0.30,0.30,5,15,"does there exist a closed-form expression for the local heat transfer around a yawed cylinder"
stemming,1.2,1,bm25_better,9,118,171,0.1942,0.3561,+0.1619,0.20,0.20,3,17,"what are the aerodynamic interference effects on the fin lift and body lift of a fin-body combination"
stemming,1.2,1,bm25_better,10,185,284,0.6687,0.8292,+0.1605,0.60,0.70,9,5,"experimental studies on panel flutter"
stemming,1.2,1,vector_better,1,183,277,0.6555,0.2609,-0.3945,0.80,0.40,13,14,"what factors have been shown to have a primary influence on sonic boom strength"
stemming,1.2,1,vector_better,2,144,214,0.6446,0.3774,-0.2672,0.50,0.40,6,33,"can studies of pure membrane cylinders having no wall bending stiffness but maintaining their shape by virtue of internal pressure provide any insight into the behaviour of pressurized cylinders with finite wall stiffness"
stemming,1.2,1,vector_better,3,148,218,0.4621,0.2150,-0.2471,0.30,0.20,6,10,"papers on small deflection theory for buckling of sandwich cylinders"
stemming,1.2,1,vector_better,4,17,32,0.5085,0.2619,-0.2466,0.10,0.10,2,20,"can the three-dimensional problem of a transverse potential flow about a body of revolution be reduced to a two-dimensional problem"
stemming,1.2,1,vector_better,5,145,215,0.4327,0.2049,-0.2278,0.40,0.20,7,18,"what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending"
stemming,1.2,1,vector_better,6,191,294,0.5637,0.3363,-0.2274,0.60,0.20,13,18,"what is the criterion for true panel flutter as opposed to small amplitude vibration arising from acoustic disturbances"
stemming,1.2,1,vector_better,7,190,293,0.6367,0.4141,-0.2226,0.40,0.20,5,29,"will an analysis of panel flutter based on arbitrarily assumed modes of deformation prove satisfactory and if so what is the minimum number of modes that need be considered"
stemming,1.2,1,vector_better,8,82,128,0.5251,0.3187,-0.2065,0.30,0.30,5,23,"how do kuchemanns and multhopps methods for calculating lift distributions on swept wings in subsonic flow compare with each other and with experiment"
stemming,1.2,1,vector_better,9,77,120,0.5313,0.3388,-0.1925,0.40,0.40,6,20,"how close is the comparison of the shock layer theory with existing experiments in the low reynolds number merged-layer regime"
stemming,1.2,1,vector_better,10,155,230,0.4081,0.2193,-0.1888,0.30,0.10,6,8,"technical report on measurement of ablation during flight"
stemming,1.2,1,both_poor,1,31,56,0.0007,0.0007,+0.0000,0.00,0.00,1,23,"what size of end plate can be safely used to simulate two-dimensional flow conditions over a bluff cylindrical body of finite aspect ratio"
stemming,1.2,1,both_poor,2,22,40,0.0018,0.0017,-0.0001,0.00,0.00,1,24,"did anyone else discover that the turbulent skin friction is not over sensitive to the nature of the variation of the viscosity with temperature"
stemming,1.2,1,both_poor,3,216,340,0.0018,0.0015,-0.0003,0.00,0.00,1,19,"what investigations have been made of the wave system created by a static pressure distribution over a liquid surface"
stemming,1.2,1,both_poor,4,44,79,0.0023,0.0026,+0.0003,0.00,0.00,3,13,"what are the details of the rigorous kinetic theory of gases chapman-enskog theory"
stemming,1.2,1,both_poor,5,124,182,0.0033,0.0032,-0.0000,0.00,0.00,4,38,"in what areas other than low density wind tunnel flows is viscous compressible flow in slender channels a problem what analytical investigations have been made of the stability of conical shells how do the results compare with experiment"
stemming,1.2,1,both_poor,6,13,26,0.0034,0.0031,-0.0003,0.00,0.00,4,10,"what is the basic mechanism of the transonic aileron buzz"
stemming,1.2,1,both_poor,7,28,53,0.0050,0.0045,-0.0005,0.00,0.00,2,10,"what application has the linear theory design of curved wings"
